NAME	prize	source	magnitude	terminal	type	degree	betweenness	louvain_clusters	location	general_process	specific_process.x	general_function	specific_function	robustness	specificity	ast_FC	ex_FC	in_FC	mic_FC	oli_FC	opc_FC	data_source	greedy_clusters	label_prop_cluster	tau_aggregation_FC	dpr_FC	lysosome_FC	ROS_oxidation_FC	essentiality_CRISPRa_FC	essentiality_CRISPRi_FC	drug_target	HD_locus	HD_functional	barplot	tau_modifier	specific_process	general_datatype
DUX1	0		NA	FALSE	protein	6	1.11221887895354e-07	8		metabolic process	nitrogen compound metabolic process	binding	protein binding	0.69	0.11	NA	NA	NA	NA	NA	NA	steiner node	2	24	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	nitrogen compound metabolic process	steiner node
DUX4	0		NA	FALSE	protein	10	6.19280900100065e-07	8		biological regulation	nonspecific function	binding	organic cyclic compound binding	0.69	0	NA	NA	NA	NA	NA	NA	steiner node	1	24	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	no characterized pathway	steiner node
Dehydroepiandrosterone sulfate	0		NA	FALSE	protein	13	1.33945032919414e-05	3						0.88	0.07	NA	NA	NA	NA	NA	NA	steiner node	3	24	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	no characterized pathway	steiner node
EDA	0.95	tau fly genetic screen	0	TRUE	protein	24	4.64819010325058e-06	6	cytoskeleton	biological regulation	nonspecific function	binding	protein binding	1	0.31	NA	NA	NA	NA	NA	NA	tau fly genetic screen	3	24	0	0	0	0	2.605399561	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	-1	TNFR2 non-canonical NF-kB pathway	drosophila genetics
EDAR	0		NA	FALSE	protein	12	6.47148603043153e-06	9	plasma_membrane	developmental process	anatomical structure development	molecular transducer	signaling receptor	0.5	0	NA	NA	NA	NA	NA	NA	steiner node	2	24	0	0	0	-3.906525419	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	TNFR2 non-canonical NF-kB pathway	steiner node
EFHD1	0.95	tau fly genetic screen	0	TRUE	protein	18	9.73268827058363e-06	12	extracellular	cellular process	cellular component organization	binding	ion binding	1	0.08	NA	0.384077073849967	NA	NA	0.336343834981812	NA	tau fly genetic screen	2	24	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	-1	cellular component organization	drosophila genetics
EGFR	0		NA	FALSE	protein	1256	0.00930667529585793	7	endosome	biological regulation	nonspecific function	binding	protein binding	1	0.13	NA	NA	NA	NA	NA	NA	steiner node	1	24	0	0	0	0	0	0	1	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	Constitutive Signaling by EGFRvIII	steiner node
ELL2	0		NA	FALSE	protein	22	4.08198225562465e-06	4	nucleus	metabolic process	nitrogen compound metabolic process	binding	protein binding	0.66	0.12	NA	NA	NA	NA	NA	NA	steiner node	4	24	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	RNA polymerase II transcribes snRNA genes	steiner node
EME1	0		NA	FALSE	protein	12	2.20180285344011e-06	2	nucleus	cellular process	cellular response to stimulus	binding	protein binding	0.86	0	NA	NA	NA	NA	NA	NA	steiner node	4	24	0	0	0	0	0	-3.197282982	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	Resolution of D-Loop Structures	steiner node
EMP3	0		NA	FALSE	protein	54	6.45408022218215e-05	6	plasma_membrane	cellular process	cell death	binding	protein binding	0.53	0.14	NA	NA	NA	NA	NA	NA	steiner node	3	24	0	0	0	0	2.81715087	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	cell death	steiner node
ENDOG	0.95	tau fly genetic screen	0	TRUE	protein	28	1.04665161820266e-05	5	cytoplasm	cellular process	cellular response to stimulus	binding	protein binding	1	0.15	NA	-0.637695848608028	NA	NA	NA	NA	tau fly genetic screen	5	24	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	1	no characterized pathway	drosophila genetics
EPB41	0.0151919873712045	abeta drosophila phosphoproteomics	1.09155178027479	TRUE	protein	152	0.000124906510626897	3	cytoskeleton	biological regulation	nonspecific function	binding	protein binding	0	0.04	NA	NA	NA	NA	NA	NA	abeta drosophila phosphoproteomics	2	24	0	0	0	0	3.13677298	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	Neurexins and neuroligins	drosophila phoshoproteomics
EPB41L1	0.0151919873712045	abeta drosophila phosphoproteomics	1.09155178027479	TRUE	protein	77	4.0486031462441e-05	7	cytoskeleton	cellular process	cellular component organization	binding	protein binding	0	0.02	NA	NA	NA	NA	NA	NA	abeta drosophila phosphoproteomics	2	24	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	Neurexins and neuroligins	drosophila phoshoproteomics
EPB41L2	0.0151919873712045	abeta drosophila phosphoproteomics	1.09155178027479	TRUE	protein	50	1.30918641134106e-05	7	plasma_membrane	cellular process	cellular component organization	binding	protein binding	0	0.06	NA	NA	NA	NA	NA	NA	abeta drosophila phosphoproteomics	0	24	0	0	0	0	-3.215599445	0	0	1	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	Neurexins and neuroligins	drosophila phoshoproteomics
EPB41L3	0.0436954866674756	human proteomics	1.09155178027479	TRUE	protein	47	4.0538487517834e-05	4	plasma_membrane	cellular process	cellular component organization	binding	protein binding	0.16	0.02	NA	NA	NA	NA	NA	NA	abeta drosophila phosphoproteomics	2	24	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	Neurexins and neuroligins	drosophila phoshoproteomics
EPHA1	0.85	GWAS locus	0	TRUE	protein	98	7.39267455375012e-05	2	plasma_membrane	biological regulation	nonspecific function	catalytic	transferase	1	0.12	NA	NA	NA	NA	NA	NA	GWAS locus	1	24	0	0	0	0	0	0	1	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	POU5F1 (OCT4), SOX2, NANOG activate genes related to proliferation	human GWAS
EPHX1	0.0847155500247208	drosophila tau proteomics	-0.335455824080273	TRUE	protein	34	4.92260744809396e-05	0	ER	metabolic process	cellular metabolic process	catalytic	hydrolase	0.05	0.01	NA	NA	NA	NA	NA	NA	drosophila tau proteomics	0	24	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	Biological oxidations	drosophila proteomics
EPHX2	0.0847155500247208	eGene	0.0236	TRUE	protein	30	0.000311859841611336	12	peroxisome	cellular process	cellular component organization	binding	protein binding	0.17	0.1	NA	-1.03137302771073	NA	NA	NA	NA	eGene	5	24	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	Fatty acid metabolism	eGene
EPYC	0		NA	FALSE	protein	2	2.06689273841334e-09	7	extracellular	reproduction		binding	carbohydrate derivative binding	0.99	0.05	NA	NA	NA	NA	NA	NA	steiner node	1	24	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	no characterized pathway	steiner node
ERAP1	0.95	tau fly genetic screen	0	TRUE	protein	27	2.93664158531487e-05	2	extracellular	immune system process	antigen processing and presentation	binding	protein binding	1	0.04	NA	NA	NA	NA	NA	NA	tau fly genetic screen	1	24	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	1	Antigen Presentation: Folding, assembly and peptide loading of class I MHC	drosophila genetics
ERBB3	0.95	fly genetic screen	0	TRUE	protein	253	0.000433391081511715	7	plasma_membrane	biological regulation	nonspecific function	binding	protein binding	1	0.04	NA	NA	NA	NA	NA	NA	fly genetic screen	1	24	0	0	0	0	0	0	1	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	Signaling by Non-Receptor Tyrosine Kinases	drosophila genetics
ERCC2	0.0360018978628095	eGene	-0.0161	TRUE	protein	131	2.41417612161375e-05	9	nucleus	cellular process	cellular response to stimulus	catalytic	hydrolase	0	0.01	NA	NA	NA	NA	NA	NA	eGene	0	24	0	0	3.398162312	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	HIV Infection	eGene
ERCC4	0.95	tau fly genetic screen	0	TRUE	protein	82	1.98252619838048e-05	2	nucleus	cellular process	cellular response to stimulus	binding	protein binding	1	0.04	NA	NA	NA	NA	NA	NA	tau fly genetic screen	4	24	0	0	0	-7.826870465	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	1	HDR through Homologous Recombination (HRR) or Single Strand Annealing (SSA)	drosophila genetics
ESD	0.95	tau fly genetic screen	0	TRUE	protein	34	0.000184723559281245	7	extracellular	metabolic process	cellular metabolic process	catalytic	hydrolase	1	0.04	NA	-0.311025470856857	NA	NA	NA	NA	tau fly genetic screen	1	24	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	1	Biological oxidations	drosophila genetics
EWSR1	0		NA	FALSE	protein	251	0.000885337549694911	9	nucleus	metabolic process	nitrogen compound metabolic process	binding	protein binding	1	0.14	NA	NA	NA	NA	NA	NA	steiner node	0	24	0	0	0	0	0	-2.931464668	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	nitrogen compound metabolic process	steiner node
EXOC2	0		NA	FALSE	protein	66	4.47547431530253e-05	4	cytoplasm	localization	establishment of localization	binding	protein binding	0.65	0.08	NA	NA	NA	NA	NA	NA	steiner node	1	24	0	0	0	0	0	-8.234340037	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	Translocation of SLC2A4 (GLUT4) to the plasma membrane	steiner node
EXOC3	0.95	fly genetic screen	0	TRUE	protein	71	4.32463128546454e-05	4	vesicle	localization	macromolecule localization	binding	protein binding	1	0.06	NA	NA	NA	NA	NA	NA	fly genetic screen	1	24	0	0	0	0	0	-16.15345216	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	Translocation of SLC2A4 (GLUT4) to the plasma membrane	drosophila genetics
EXOC3L2	0.85	GWAS locus	0	TRUE	protein	9	4.60403608415347e-06	6	protein complex	localization	protein-containing complex localization	binding	protein binding	1	0.02	NA	NA	NA	NA	NA	NA	GWAS locus	3	24	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	protein-containing complex localization	human GWAS
EXOC8	0.95	fly genetic screen	0	TRUE	protein	138	0.000232586270962926	4	cytoplasm	cellular process	cellular component organization	binding	protein binding	1	0.04	NA	NA	NA	NA	NA	NA	fly genetic screen	1	24	0	0	0	0	0	-4.844665881	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	Translocation of SLC2A4 (GLUT4) to the plasma membrane	drosophila genetics
EXOSC10	0		NA	FALSE	protein	65	3.75901772688623e-05	8	nucleus	metabolic process	nitrogen compound metabolic process	catalytic	hydrolase	1	0.14	NA	NA	NA	NA	NA	NA	steiner node	4	24	0	0	0	0	0	-5.637266807	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	Major pathway of rRNA processing in the nucleolus and cytosol	steiner node
EYA1	0.95	fly genetic screen	0	TRUE	protein	15	7.11220843942704e-06	1	nucleus	developmental process	anatomical structure development	binding	protein binding	1	0.13	-0.307444787789629	NA	NA	NA	NA	NA	fly genetic screen	0	24	0	0	0	-1.751289721	16.59131313	0	0	1	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	DNA Double Strand Break Response	drosophila genetics
EYA2	0		NA	FALSE	protein	43	2.22270706171064e-05	1	nucleus	cellular process	cellular component organization	binding	protein binding	0.54	0.14	NA	NA	NA	NA	NA	NA	steiner node	0	24	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	DNA Double Strand Break Response	steiner node
Ethanolamine	0		NA	FALSE	protein	16	1.67267479143417e-05	2						1	0.18	NA	NA	NA	NA	NA	NA	steiner node	7	24	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	no characterized pathway	steiner node
FABP5	0.0535938596564667	human proteomics	0.15333723095474	TRUE	protein	69	0.000178493986986148	9	vesicle	metabolic process	primary metabolic process	binding	lipid binding	0.09	0.03	NA	-0.3028882166728	NA	NA	NA	NA	human proteomics	0	24	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	Triglyceride catabolism	human proteomics
FABP7	0.0355168387783078	human proteomics	0.315088232935451	TRUE	protein	23	2.08625324057827e-05	9	nucleus	multicellular organismal process	multicellular organism development	binding	lipid binding	0.07	0.02	NA	NA	NA	NA	NA	NA	human proteomics	0	24	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	Signaling by NOTCH	human proteomics
FAH	0.95	tau fly genetic screen	0	TRUE	protein	20	9.11591899333596e-05	11	extracellular	metabolic process	nitrogen compound metabolic process	binding	protein binding	1	0.1	NA	NA	NA	NA	NA	NA	tau fly genetic screen	4	24	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	1	Phenylalanine and tyrosine metabolism	drosophila genetics
FAIM	0.95	tau fly genetic screen	0	TRUE	protein	15	8.21629401674684e-06	8	cytoplasm	cellular process	cell death	binding	protein binding	1	0.12	NA	-0.308616733034435	NA	NA	NA	NA	tau fly genetic screen	4	24	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	1	cell death	drosophila genetics
FAM114A2	0		NA	FALSE	protein	24	2.52581675191716e-05	2				binding	small molecule binding	0.47	0.06	NA	-0.298622027963937	NA	NA	NA	NA	steiner node	7	24	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	Diseases of signal transduction by growth factor receptors and second messengers	steiner node
FAM204A	0		NA	FALSE	protein	10	2.53817213486347e-06	0				binding	protein binding	0.65	0.03	NA	NA	NA	NA	NA	NA	steiner node	2	24	0	0	0	0	0	-6.849516279	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	no characterized pathway	steiner node
FAM63B	0.85	GWAS locus	0	TRUE	protein	2	0	13						1	0.05	NA	NA	NA	NA	NA	NA	GWAS locus	1	24	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	no characterized pathway	human GWAS
FAM9C	0		NA	FALSE	protein	10	3.00263447253011e-07	6	nucleus	reproduction	sexual reproduction	binding	protein binding	0.97	0.14	NA	NA	NA	NA	NA	NA	steiner node	1	24	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	sexual reproduction	steiner node
FARSB	0.0306332262347434	human proteomics	-0.0847141536899062	TRUE	protein	71	4.09133716230139e-05	9	cytoplasm	cellular process	cellular component organization	binding	protein binding	0	0.01	NA	-0.30258434225787	NA	NA	NA	NA	human proteomics	0	24	0	0	0	-3.716064992	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	Cytosolic tRNA aminoacylation	human proteomics
FBN1	0		NA	FALSE	protein	71	0.000124409399690093	11	extracellular	developmental process	anatomical structure development	binding	protein binding	0.73	0.15	NA	NA	NA	NA	NA	NA	steiner node	9	24	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)	steiner node
FBP1	0.85	GWAS locus	0	TRUE	protein	56	0.00016522388752627	8	extracellular	metabolic process	organic substance metabolic process	binding	protein binding	1	0.1	NA	NA	NA	NA	NA	NA	GWAS locus	4	24	0	0	0	0	0	0	1	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	Gluconeogenesis	human GWAS
FBP2	0		NA	FALSE	protein	28	9.22719034586982e-06	0	extracellular	metabolic process	organic substance metabolic process	binding	protein binding	0.85	0.05	NA	NA	NA	NA	NA	NA	steiner node	4	24	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	Gluconeogenesis	steiner node
FBXL22	0		NA	FALSE	protein	4	3.1171037079782e-08	8	nucleus	metabolic process	nitrogen compound metabolic process	catalytic	transferase	0.44	0.03	NA	NA	NA	NA	NA	NA	steiner node	0	24	0	0	0	0	0	0	0	1	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	Neddylation	steiner node
FBXW9	0		NA	FALSE	protein	6	1.37811385045216e-07	9	cytoplasm	metabolic process	nitrogen compound metabolic process	catalytic	transferase	0.44	0	NA	NA	NA	NA	NA	NA	steiner node	0	24	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	Association of TriC/CCT with target proteins during biosynthesis	steiner node
FEM1B	0.95	tau fly genetic screen	0	TRUE	protein	46	2.63597333329039e-05	7	nucleus	biological regulation	nonspecific function	binding	protein binding	1	0.1	NA	NA	NA	NA	0.486990303485488	NA	tau fly genetic screen	0	24	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	1	Neddylation	drosophila genetics
FERMT2	0.85	GWAS locus	0	TRUE	protein	53	4.1872968852942e-05	9	plasma_membrane	cellular process	cell communication	binding	protein binding	1	0.08	NA	NA	NA	NA	NA	NA	GWAS locus	0	24	0	0	0	0	0	-2.018693831	0	1	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	Cell junction organization	human GWAS
FERMT3	0.95	tau fly genetic screen	0	TRUE	protein	12	9.32284157309764e-06	8	extracellular	cellular process	cellular component organization	binding	protein binding	1	0.12	NA	NA	NA	NA	NA	NA	tau fly genetic screen	4	24	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	1	Response to elevated platelet cytosolic Ca2+	drosophila genetics
FGF14	0		NA	FALSE	protein	15	3.67560652698296e-06	0	nucleus	biological regulation	nonspecific function	binding	protein binding	1	0.18	-0.296164056591049	NA	NA	NA	-0.405610799152344	NA	steiner node	4	24	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	Phase 0 - rapid depolarisation	steiner node
